random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios
37,0.4972310690618644,0.5400515204657819,RF Individual,0.5186412947638231
38,0.5149465068354637,0.5589411579833645,RF Individual,0.5369438324094141
39,0.5119565403465853,0.554410127849887,RF Individual,0.5331833340982362
40,0.5033417034426798,0.5412996156334966,RF Individual,0.5223206595380883
41,0.5064494106775126,0.5577940859656512,RF Individual,0.5321217483215819
42,0.5149889565286181,0.5623659629091636,RF Individual,0.5386774597188908
43,0.5055639856224248,0.5559761076706256,RF Individual,0.5307700466465252
44,0.4845463937539722,0.5301056282638263,RF Individual,0.5073260110088993
45,0.4944421046040677,0.5312885543175083,RF Individual,0.512865329460788
46,0.5217675011353402,0.5570144227404962,RF Individual,0.5393909619379182
47,0.4966797556304535,0.5501460685492109,RF Individual,0.5234129120898322
48,0.4981641556462216,0.537644578103134,RF Individual,0.5179043668746778
49,0.4975592857024498,0.5566617552454243,RF Individual,0.527110520473937
50,0.5208388644151764,0.5492344378894984,RF Individual,0.5350366511523375
51,0.5087409329975822,0.541597174244379,RF Individual,0.5251690536209805
52,0.5048912898797291,0.5475338009761199,RF Individual,0.5262125454279245
53,0.5025407000965457,0.5520392863909005,RF Individual,0.5272899932437232
54,0.4928716665335656,0.5480635136556579,RF Individual,0.5204675900946117
55,0.4844020375832905,0.5424986371545149,RF Individual,0.5134503373689027
56,0.5046338398479788,0.5288413197199284,RF Individual,0.5167375797839536
57,0.5054054316760668,0.5363990820935901,RF Individual,0.5209022568848285
58,0.4952378318305241,0.5544586368934863,RF Individual,0.5248482343620052
59,0.5045846060764929,0.5437942742234979,RF Individual,0.5241894401499954
60,0.4980460186144285,0.556481325600301,RF Individual,0.5272636721073647
61,0.4988363488622335,0.5299273050681548,RF Individual,0.5143818269651941
62,0.5195035340160334,0.5671702513772678,RF Individual,0.5433368926966506
63,0.5151297731620258,0.5448905806293991,RF Individual,0.5300101768957124
64,0.4945984214751415,0.5308085312315394,RF Individual,0.5127034763533405
65,0.5041492143268325,0.5415985526289451,RF Individual,0.5228738834778888
66,0.5195387481805779,0.5570592218214376,RF Individual,0.5382989850010078
67,0.4911683470092894,0.5531562968768883,RF Individual,0.5221623219430889
68,0.4949364384327206,0.5261559158571849,RF Individual,0.5105461771449528
69,0.5075255911523608,0.5527761539120651,RF Individual,0.530150872532213
70,0.513211377019601,0.549376350960586,RF Individual,0.5312938639900935
71,0.5064695111181057,0.5500886120182851,RF Individual,0.5282790615681954
