random_state,target,r2,Modelo
17,orib_shannon_z,0.1569763504755617,XGBoost Individual
18,orib_shannon_z,0.1569763504755617,XGBoost Individual
19,orib_shannon_z,0.1569763504755617,XGBoost Individual
20,orib_shannon_z,0.1569763504755617,XGBoost Individual
21,orib_shannon_z,0.1569763504755617,XGBoost Individual
22,orib_shannon_z,0.1569763504755617,XGBoost Individual
23,orib_shannon_z,0.1569763504755617,XGBoost Individual
24,orib_shannon_z,0.1569763504755617,XGBoost Individual
25,orib_shannon_z,0.1569763504755617,XGBoost Individual
26,orib_shannon_z,0.1569763504755617,XGBoost Individual
27,orib_shannon_z,0.1569763504755617,XGBoost Individual
28,orib_shannon_z,0.1569763504755617,XGBoost Individual
29,orib_shannon_z,0.1569763504755617,XGBoost Individual
30,orib_shannon_z,0.1569763504755617,XGBoost Individual
31,orib_shannon_z,0.1569763504755617,XGBoost Individual
32,orib_shannon_z,0.1569763504755617,XGBoost Individual
33,orib_shannon_z,0.1569763504755617,XGBoost Individual
34,orib_shannon_z,0.1569763504755617,XGBoost Individual
35,orib_shannon_z,0.1569763504755617,XGBoost Individual
36,orib_shannon_z,0.1569763504755617,XGBoost Individual
37,orib_shannon_z,0.1569763504755617,XGBoost Individual
38,orib_shannon_z,0.1569763504755617,XGBoost Individual
39,orib_shannon_z,0.1569763504755617,XGBoost Individual
40,orib_shannon_z,0.1569763504755617,XGBoost Individual
41,orib_shannon_z,0.1569763504755617,XGBoost Individual
42,orib_shannon_z,0.1569763504755617,XGBoost Individual
43,orib_shannon_z,0.1569763504755617,XGBoost Individual
44,orib_shannon_z,0.1569763504755617,XGBoost Individual
45,orib_shannon_z,0.1569763504755617,XGBoost Individual
46,orib_shannon_z,0.1569763504755617,XGBoost Individual
47,orib_shannon_z,0.1569763504755617,XGBoost Individual
48,orib_shannon_z,0.1569763504755617,XGBoost Individual
49,orib_shannon_z,0.1569763504755617,XGBoost Individual
50,orib_shannon_z,0.1569763504755617,XGBoost Individual
51,orib_shannon_z,0.1569763504755617,XGBoost Individual
52,orib_shannon_z,0.1569763504755617,XGBoost Individual
53,orib_shannon_z,0.1569763504755617,XGBoost Individual
54,orib_shannon_z,0.1569763504755617,XGBoost Individual
55,orib_shannon_z,0.1569763504755617,XGBoost Individual
56,orib_shannon_z,0.1569763504755617,XGBoost Individual
57,orib_shannon_z,0.1569763504755617,XGBoost Individual
58,orib_shannon_z,0.1569763504755617,XGBoost Individual
59,orib_shannon_z,0.1569763504755617,XGBoost Individual
60,orib_shannon_z,0.1569763504755617,XGBoost Individual
61,orib_shannon_z,0.1569763504755617,XGBoost Individual
62,orib_shannon_z,0.1569763504755617,XGBoost Individual
63,orib_shannon_z,0.1569763504755617,XGBoost Individual
64,orib_shannon_z,0.1569763504755617,XGBoost Individual
65,orib_shannon_z,0.1569763504755617,XGBoost Individual
66,orib_shannon_z,0.1569763504755617,XGBoost Individual
67,orib_shannon_z,0.1569763504755617,XGBoost Individual
68,orib_shannon_z,0.1569763504755617,XGBoost Individual
69,orib_shannon_z,0.1569763504755617,XGBoost Individual
70,orib_shannon_z,0.1569763504755617,XGBoost Individual
71,orib_shannon_z,0.1569763504755617,XGBoost Individual
72,orib_shannon_z,0.1569763504755617,XGBoost Individual
73,orib_shannon_z,0.1569763504755617,XGBoost Individual
74,orib_shannon_z,0.1569763504755617,XGBoost Individual
75,orib_shannon_z,0.1569763504755617,XGBoost Individual
76,orib_shannon_z,0.1569763504755617,XGBoost Individual
77,orib_shannon_z,0.1569763504755617,XGBoost Individual
78,orib_shannon_z,0.1569763504755617,XGBoost Individual
79,orib_shannon_z,0.1569763504755617,XGBoost Individual
80,orib_shannon_z,0.1569763504755617,XGBoost Individual
81,orib_shannon_z,0.1569763504755617,XGBoost Individual
82,orib_shannon_z,0.1569763504755617,XGBoost Individual
83,orib_shannon_z,0.1569763504755617,XGBoost Individual
84,orib_shannon_z,0.1569763504755617,XGBoost Individual
85,orib_shannon_z,0.1569763504755617,XGBoost Individual
86,orib_shannon_z,0.1569763504755617,XGBoost Individual
87,orib_shannon_z,0.1569763504755617,XGBoost Individual
88,orib_shannon_z,0.1569763504755617,XGBoost Individual
89,orib_shannon_z,0.1569763504755617,XGBoost Individual
90,orib_shannon_z,0.1569763504755617,XGBoost Individual
91,orib_shannon_z,0.1569763504755617,XGBoost Individual
92,orib_shannon_z,0.1569763504755617,XGBoost Individual
93,orib_shannon_z,0.1569763504755617,XGBoost Individual
94,orib_shannon_z,0.1569763504755617,XGBoost Individual
95,orib_shannon_z,0.1569763504755617,XGBoost Individual
96,orib_shannon_z,0.1569763504755617,XGBoost Individual
97,orib_shannon_z,0.1569763504755617,XGBoost Individual
98,orib_shannon_z,0.1569763504755617,XGBoost Individual
99,orib_shannon_z,0.1569763504755617,XGBoost Individual
100,orib_shannon_z,0.1569763504755617,XGBoost Individual
0,meso_shannon_z,-0.2781467129805499,XGBoost Individual
1,meso_shannon_z,-0.2781467129805499,XGBoost Individual
2,meso_shannon_z,-0.2781467129805499,XGBoost Individual
3,meso_shannon_z,-0.2781467129805499,XGBoost Individual
4,meso_shannon_z,-0.2781467129805499,XGBoost Individual
5,meso_shannon_z,-0.2781467129805499,XGBoost Individual
6,meso_shannon_z,-0.2781467129805499,XGBoost Individual
7,meso_shannon_z,-0.2781467129805499,XGBoost Individual
8,meso_shannon_z,-0.2781467129805499,XGBoost Individual
9,meso_shannon_z,-0.2781467129805499,XGBoost Individual
10,meso_shannon_z,-0.2781467129805499,XGBoost Individual
11,meso_shannon_z,-0.2781467129805499,XGBoost Individual
12,meso_shannon_z,-0.2781467129805499,XGBoost Individual
13,meso_shannon_z,-0.2781467129805499,XGBoost Individual
14,meso_shannon_z,-0.2781467129805499,XGBoost Individual
15,meso_shannon_z,-0.2781467129805499,XGBoost Individual
16,meso_shannon_z,-0.2781467129805499,XGBoost Individual
17,meso_shannon_z,-0.2781467129805499,XGBoost Individual
18,meso_shannon_z,-0.2781467129805499,XGBoost Individual
19,meso_shannon_z,-0.2781467129805499,XGBoost Individual
20,meso_shannon_z,-0.2781467129805499,XGBoost Individual
21,meso_shannon_z,-0.2781467129805499,XGBoost Individual
22,meso_shannon_z,-0.2781467129805499,XGBoost Individual
23,meso_shannon_z,-0.2781467129805499,XGBoost Individual
24,meso_shannon_z,-0.2781467129805499,XGBoost Individual
25,meso_shannon_z,-0.2781467129805499,XGBoost Individual
26,meso_shannon_z,-0.2781467129805499,XGBoost Individual
27,meso_shannon_z,-0.2781467129805499,XGBoost Individual
28,meso_shannon_z,-0.2781467129805499,XGBoost Individual
29,meso_shannon_z,-0.2781467129805499,XGBoost Individual
30,meso_shannon_z,-0.2781467129805499,XGBoost Individual
31,meso_shannon_z,-0.2781467129805499,XGBoost Individual
32,meso_shannon_z,-0.2781467129805499,XGBoost Individual
33,meso_shannon_z,-0.2781467129805499,XGBoost Individual
34,meso_shannon_z,-0.2781467129805499,XGBoost Individual
35,meso_shannon_z,-0.2781467129805499,XGBoost Individual
36,meso_shannon_z,-0.2781467129805499,XGBoost Individual
37,meso_shannon_z,-0.2781467129805499,XGBoost Individual
38,meso_shannon_z,-0.2781467129805499,XGBoost Individual
39,meso_shannon_z,-0.2781467129805499,XGBoost Individual
40,meso_shannon_z,-0.2781467129805499,XGBoost Individual
41,meso_shannon_z,-0.2781467129805499,XGBoost Individual
42,meso_shannon_z,-0.2781467129805499,XGBoost Individual
43,meso_shannon_z,-0.2781467129805499,XGBoost Individual
44,meso_shannon_z,-0.2781467129805499,XGBoost Individual
45,meso_shannon_z,-0.2781467129805499,XGBoost Individual
46,meso_shannon_z,-0.2781467129805499,XGBoost Individual
47,meso_shannon_z,-0.2781467129805499,XGBoost Individual
48,meso_shannon_z,-0.2781467129805499,XGBoost Individual
49,meso_shannon_z,-0.2781467129805499,XGBoost Individual
50,meso_shannon_z,-0.2781467129805499,XGBoost Individual
51,meso_shannon_z,-0.2781467129805499,XGBoost Individual
52,meso_shannon_z,-0.2781467129805499,XGBoost Individual
53,meso_shannon_z,-0.2781467129805499,XGBoost Individual
54,meso_shannon_z,-0.2781467129805499,XGBoost Individual
55,meso_shannon_z,-0.2781467129805499,XGBoost Individual
56,meso_shannon_z,-0.2781467129805499,XGBoost Individual
57,meso_shannon_z,-0.2781467129805499,XGBoost Individual
58,meso_shannon_z,-0.2781467129805499,XGBoost Individual
59,meso_shannon_z,-0.2781467129805499,XGBoost Individual
60,meso_shannon_z,-0.2781467129805499,XGBoost Individual
61,meso_shannon_z,-0.2781467129805499,XGBoost Individual
62,meso_shannon_z,-0.2781467129805499,XGBoost Individual
63,meso_shannon_z,-0.2781467129805499,XGBoost Individual
