random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios,posicion
440,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
440,0.3914392400906835,0.4809520018170907,MLP Estandar,0.4361956209538871,6
440,0.375075245163756,0.4154493737661352,MLP Perdida Custom,0.3952623094649456,7
440,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
450,0.5392959340504484,0.6100803762589593,XGBoost Multisalida,0.5746881551547038,1
450,0.496511113903551,0.5476197774228927,RF Individual,0.5220654456632219,2
450,0.4633052806830615,0.523197378498907,MLP Estandar,0.4932513295909843,3
450,0.4443538601191166,0.5245172518681254,Random Forest con RegressorChain,0.484435555993621,4
450,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
450,0.4134136851845638,0.4506351454259257,RandomForest Multisalida,0.4320244153052447,6
450,0.3567865284767061,0.4798544298568016,MLP Perdida Custom,0.41832047916675386,7
450,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
460,0.5369794051721501,0.589825721684724,XGBoost Multisalida,0.5634025634284371,1
460,0.5170676934329967,0.5396725815664836,RF Individual,0.5283701374997402,2
460,0.4724127602430227,0.5355856188931094,Random Forest con RegressorChain,0.503999189568066,3
460,0.4142202325163787,0.5219004956888637,MLP Estandar,0.4680603641026212,4
460,0.4262990641435369,0.4593421389183967,RandomForest Multisalida,0.4428206015309668,5
460,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
460,0.2321363749072444,0.3795263433430772,MLP Perdida Custom,0.3058313591251608,7
460,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
470,0.5379893302902681,0.5732292738744418,XGBoost Multisalida,0.5556093020823549,1
470,0.5044567080242054,0.5547174656151803,RF Individual,0.5295870868196928,2
470,0.4687777002451605,0.5153539904222468,Random Forest con RegressorChain,0.4920658453337037,3
470,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
470,0.3997661376983737,0.4398514160040263,RandomForest Multisalida,0.4198087768512,5
470,0.3318643977200475,0.4414394822566806,MLP Estandar,0.38665193998836406,6
470,0.3191082546421772,0.4235453759577745,MLP Perdida Custom,0.3713268152999758,7
470,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
